,NU_INSCRICAO,NU_NOTA_MT
1012,9fc249e4d6dece656c8796d34208d45dc535c3a7,0.0
1013,827c808e5a3d17b81cd7cb9434f92b276416a39e,691.4
1014,3b14b7a79a33800100b57153088a4658c2979c57,429.6
1015,5916e2530308e5ce4602179367a5372a5f5135e2,456.1
1016,a5880689fa0d7e2b80596a17c3f6a9e85439d398,633.4
1017,c8cf5c4159c454809b801ea438db3974e8242c7b,600.6
1018,77bc9ff2fdd54be8bebaa4eae19fed3c6c6b3955,552.8
1019,19b8b06263c22bc148bd3e79ced71751b0462f67,387.9
1020,68043cf6df7116c4fbe9e8c461155a79d1149997,0.0
1021,ffbf2b9497516c22da904a5736fef527ba8b868f,408.6
1022,5001def5a54c7352a7f5efe6ca553cddeca44e73,751.4
1023,3c0db6da5f1639ebd267f63eaf86ac8569a8527f,0.0
1024,c69d18e6e6b386e2e1592648d9e2366de5f64c06,489.7
1025,c57a918711e5f9909c06865804a1cc13ccb38936,0.0
1026,d43c8bc37d22f63102d62317b61cbcdb1331054c,498.9
1027,373440621611720645f51dbbada979c89bb14cd9,353.0
1028,6cb9ea06bba586157fee26eb9d3642894fd55b43,0.0
1029,b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,461.1
1030,84db81d48417a1f9bef9a5b72a0eb395b5a9846e,0.0
1031,36f872f6120d768d0659a8dc67903c0ebf85f7e1,516.3
1032,6eac66cd9ec970d8887a7df2ed69c132b8049521,0.0
1033,194268c39d944ac4b3930c2c0bd8342c15773ad0,422.4
1034,32ecd1831c2972d2e350967d4c96614030d9c2e6,0.0
1035,d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,446.2
1036,9f9fc9c670143177022b7ea79292186768fb3849,421.2
1037,fe8333dd7a48c2c6da19394b93e6413b2d969588,0.0
1038,993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,591.7
1039,e7155d360d9614f96d8f28af8cebee412228e753,528.0
1040,8bc5a02113c1d872fd3d7c745df40e622400e51a,0.0
1041,2900ff93d1f83e953e0b7abdfa3fb081366c967c,0.0
1042,e3674c21fa2357713f79e3e228580d7a772c62ca,0.0
1043,7c8d53c9ecdb67403aa3a048a3d91f076934b160,450.5
1044,406d38e4421757935a3e7898f767a98c306e4015,604.6
1045,9aa4a411cd914b73b9d2843d50f7796dad1c0969,780.8
1046,061ec45bddd19204b4ed9e1cc794b116aaffcd97,435.2
1047,a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,0.0
1048,0cae68bb07813f6be4f476c21d699c697cb479d9,0.0
1049,1ab6ff506119fe0fb2b17147c7019e7419a4be14,598.8
1050,83400bcebb04d1605ad7d37568b1bf4bde04b494,491.1
1051,54899865c8bed8eb4d54c8d4c8ae09a30864290c,0.0
1052,63e7e834e16f11029f62736780b3a101cac5e5f8,385.2
1053,dc7a06efb8feb5e397b1d57d5478e2965322e80e,0.0
1054,625786c698ec763a4dbba2978876dacf605d42c8,0.0
1055,8ba8d9f7e4d980b58556226d906e2236659cda4f,0.0
1056,db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,0.0
1057,ef52f1830fe4acb0d7ce223353a239b3fac81925,0.0
1058,873ca0475258c0454ff969ff7f8b779c30729f48,512.1
1059,43d7bd465f67853f09b8ea211afa8cba29d6452a,0.0
1060,0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,0.0
1061,691a5440a2e6406b5444e5322ca44e06ccb3ddf6,495.0
1062,49a9e7f2baa21147daed25a03be27ef0d785cdaf,398.4
1063,f9f2a8ef22a9ca0df9043d97f8091821346f7efa,518.1
1064,2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,0.0
1065,97854c6bc17f30f476dc404dc3e74bda38afb8ba,410.2
1066,c57e5c73a18d895c0d10f18f4ca74d5073c16698,508.7
1067,2ed840bcb61092680e034399b5b638d6492e146e,0.0
1068,20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,510.1
1069,1a4a30ccca625947b0d2a60f25702e8066320f5c,416.7
1070,291eda98ff5f826d1adeec3ce1efc385ece76e7c,373.6
1071,a976f1e8f9ba929071999ca384edb2f2bd0e0026,0.0
1072,fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,0.0
1073,601eb56c4870e7f3ce567bef879997434fab6978,613.1
1074,195b20dc6c758d0fb1709ceeb16fff1be40ba63c,0.0
1075,8d2007f35400585b1a23535658a56e3f56deae16,462.3
1076,504fb778c3000f0f74c49d28a157ef535df7b26e,535.6
1077,41486a1936312d298dd64860a5d146bbe6e1f6ad,605.1
1078,9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,410.7
1079,eaf79174460e09e7653d588de06f97e1bbd42138,341.3
1080,cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,0.0
1081,2181b6cd1a507e4be28b56bc22a49fc0c508891f,483.5
1082,5cf539ec5fbefdd7e36c73555623aef55261b30a,482.0
1083,cfcaab878786f9216a4d8433f2a46bad9276aee4,573.1
1084,1b24de7ad1184ad4a97f373e876b96eea61c6b17,450.1
1085,c261830482fb017b2cca67da0781f4b8b8d83187,0.0
1086,62add403579d50fbee420593bd16447b10679b89,462.7
1087,d8e056958f364d9b9abc8cd7d7e464341655e324,427.3
1088,e00b16108ae0577000f16ced5a92205b35879b17,599.2
1089,578b34d9c52218727f025eeeb7e9ece099e7962e,378.3
1090,91011d06f4c11199a3ae872aacadadd7d5d75f1c,590.7
1091,139838127162e6aa92bebbc5651e0472286a0619,0.0
1092,3c4914af467ac58e125a45a078ab6cd43e13b655,538.1
1093,2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,586.0
1094,df7d7db821755b6e9a024a3cebe06b8155d9c708,433.5
1095,8134453bc66345ba09033fc2118df694fa6a5299,431.7
1096,6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,0.0
1097,b04d55df23021bca201b74ffe2e63ea7f2449877,478.4
1098,3f318550fb1494cc6160d1e031ae29ac2fc065aa,0.0
1099,ef77de8ef635260390a3261262869ca5c6135f59,0.0
1100,2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,356.4
1101,c7cc0461b2c741ae81ee815a975dc6b9e514875c,579.0
1102,73274817307e9baf478abdd2e6e73bab0ab26ecc,565.0
1103,af6c4e9ec5b12de767977306416bd0d9447d310d,422.0
1104,7b309e8114f95274ac95aad6697df953fce1d861,0.0
1105,354a476d6cc00db02bbe4bacbebe0298c14b9926,397.6
1106,1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,0.0
1107,adcb305091a3f8b4a9771362caaae7d2b39465c2,752.5
1108,3b08ec5615162eeef39ddf97c305601f8d6be53c,0.0
1109,dd8bf6ed8a7291b0bac35478a7d4812939478898,474.1
1110,298c9c61c87385c00c8eaa4192d153a8d059e411,447.2
1111,df79eec536e5028c8774e72b5ed0ea72ee8f63b5,489.8
1112,64449fe7c928f02f796c5b0d527c681b537f7859,447.1
1113,bfaa66d24544cca4105e4364d9228bb8dc61c14a,402.6
1114,62d6fdccdcae41351a63bcd346eb65178c0481f1,0.0
1115,5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,0.0
1116,f0d08da594cee151c351acda8e05cedb7aa8f2e6,480.2
1117,cd2030092aacaa9580845fc92189ad3bc1a88129,0.0
1118,1372e1ae0bd729de3f59baae76f62b02b73b21ac,0.0
1119,3a74629fd3af085f644ada2fd31359de263dc95d,706.1
1120,c5c4d066740c70017879a186e3df0b148edb1785,472.8
1121,93622845055ef268067ee6964763aff9683e8360,443.8
1122,5201a5f9e394334dc5fd4a496f8f50e6208d19e7,504.2
1123,7e760b93b2a189673c81aff7015aca45b4f50f3e,530.7
1124,eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,527.8
1125,e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,0.0
1126,04013eb3b9f5e047e3c384cbc124d6be434890c1,661.8
1127,da0d4b43fd0c5896ab67944d72aa269aa842668e,372.9
1128,27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,399.6
1129,bf751d79db8096cf876ac75002003bf2a7da2035,397.8
1130,6e85f5878fde0da41bcbdeb1050e561c334bc31f,605.1
1131,726af52ecc5309864376cfbb79843e4d9bc67eb0,518.5
1132,cdad5bfc0354572880fa799d9a0af784137de4a0,0.0
1133,ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,737.4
1134,9cb5797ed8f7ede425ba307f769774b42460774c,453.3
1135,ac75c3f733f769455017ffdcf9b4ef75af3f853b,353.6
1136,8c408798149631973f52a14f363b604349f3425d,398.4
1137,b2994317d9802cb04c018f57f863aaa6fae7a2b7,631.4
1138,0f1c44bdb576aa13a22627c4415521e2a68398e9,712.0
1139,b04c28955fd0f07bf69fc01d69aed8d166814b31,436.4
1140,8526e4bbbef79ed45f772a3cf3f872feca4b2c78,413.7
1141,fa2603e1077c05493a48a74c6365a8d938b9bb58,439.3
1142,0432abb93e94758393c78d674c53761c8e7547b2,0.0
1143,49b0b691c0182295bc83ac4cc9d50a64a5848c0d,490.6
1144,40e4c903604e672a031abf55a0e9d0be2499e19d,446.9
1145,954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,589.9
1146,ae275ec587fa99cbc535a14b099e9a53418ad6f5,407.6
1147,a40bcb038126e8fcc18613587d349c451b17495e,386.4
1148,9b19bbaedd6ecaef988bef930c5793119b19dc00,671.0
1149,62d3a19afc54c1410e6e771ea29b909f8796cdcc,541.8
1150,d20057efa140f475a2ab2abe27411b82e8da0e5e,0.0
1151,96e1a9ae54f3094c2837def24b35651fd65b7683,388.4
1152,3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,468.2
1153,6be58e40bbd01a8ac4d505fbd0365dd83af28e95,418.7
1154,f97828327a4314a4678a907d32d289e43235a80f,404.2
1155,46ef075a91ce3096159d24ef137e502955a2e92a,0.0
1156,525cdb6a9a5f67818cf00847195ba88f8fe91978,358.4
1157,0fd2ebb2cba41467a2f1f064879e27c14671db11,539.3
1158,1a4a64788e42e62aebaf976e118e4312f271be20,444.0
1159,53c0a7d0d86fd533212fc581cf32c5cccadc294a,0.0
1160,176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,769.8
1161,fb888df8e882e6c0d8422fbd16748fe087fba56a,0.0
1162,6c508375be3ebcb0b6c52551760aebf3b08eeb9a,393.9
1163,268cf78cf0732bf2305b70f7e0d213f9d4426fb9,0.0
1164,d920d310fa85f5d607cddd3f366d1fb4901372da,514.3
1165,362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,360.6
1166,15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,548.8
1167,ba01e15e5a2f24d0dd9b724618655a329ad61213,490.0
1168,dbeac2f05498472ec708163898309999efef03f2,759.0
1169,31782322f561ad5f596f6ae148c8204fad23705f,0.0
1170,bfd9561d59f723b856dbcc1ce674e11bba238a99,487.8
1171,f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,0.0
1172,8b8e4fa6082f26f5676d2a45314fc89dcdad7076,651.3
1173,825b9a5eb0d8725082051b41e082aed01dc9be7e,632.0
1174,67d77c90ad21e26bfc94677547f6910b01dc1d32,664.6
1175,5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,496.6
1176,74271d115ce6ed32aa2aa834385200a606c62bce,0.0
1177,6efd349903f7b391b6f920cc76de7b507258a8c9,476.5
1178,e85ffa10d21d03b9b4e925b5808dde341be4a62e,675.8
1179,c0934de7b64b1ea909ce77c97580606e18936874,557.4
1180,f81906feca10f1eeb5153e9f662a06040dc795c9,371.6
1181,18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,414.8
1182,2ad02e38865830766bb87531dcb154852364eb39,510.2
1183,e2a2e25e4621145f30dd816bb0524080d0d0fe6e,0.0
1184,f986cc713f62755c8e4e47a388f9775fe2f46b40,691.8
1185,143481c553f2f07d71a7b02d4364cf716eb213c3,0.0
1186,7c2c0ca131808098924fa3305efe67029c95e527,0.0
1187,862074b9b6dcb5e90476279725b9d0aa991f1e86,0.0
1188,a5873b09206a34e65ff84c5d12d27998701220b4,388.2
1189,cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,412.3
1190,cd532929efcd6be773ba62fc83c631a77eb24e94,657.3
1191,64a70bc39c408304ecb8e572765315a3896ff833,405.7
1192,5573caf7f47589820461e64565f85c11bf9f122b,677.5
1193,3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,580.3
1194,e7f989fad23aa525007003e7d1382ae56c9947f5,386.6
1195,44b8f6f734d554fec0da2e60da8d27868798c802,415.0
1196,ae0ce3518210a23804d30a83c92f5c2da6fe1382,440.9
1197,34d6082a74330b3f5bc565fc573674afaa03f661,0.0
1198,d25c087f96c3997d6328b953d4a710d27ef5838a,512.5
1199,0e916480daf872f3cfd63c9decda513616804b6a,431.5
1200,0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,0.0
1201,1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,409.8
1202,e447d3f2d58677fd267d7a03f501ef642a1d4e06,376.8
1203,fbe1950b1a096572f21ea11345473fefcba6c84c,504.9
1204,e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,421.6
1205,c2254381cb8e8019e54099ee35eeb5fe7216f9a0,0.0
1206,e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,390.2
1207,48bb95f95bf1597bd67366fb50610ada3df98863,478.3
1208,51ae593280f360e68b5400abcbb0d37f1ecade71,411.2
1209,beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,508.9
1210,d306f972ccb66cdd4b336af47af14e1bf8240cec,443.0
1211,8a1a696322f3f7e0861982fbca06cdbb039832d9,488.5
1212,6058199e6bda1e0af51a1186b65ff76d4fe4035c,0.0
1213,9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,554.9
1214,31a4df5d818242efa0d50309c9bd5e503d3811fe,401.0
1215,89c71043264315c4e0eea0f8775363a12dc82061,476.6
1216,81d76646552b14b85adb5d258e5a135fd7ddb86a,0.0
1217,33de6b4f2bd10a91eb624b8d76424b8264d29a8d,0.0
1218,b63eff83ebc02e1bc7a73477edda3b76a05571b6,706.7
1219,c4a3b96cff4393b06246604527f1a558ad8b66b3,510.2
1220,dc284de80ad0db4a78bee253f995f0920e340cfa,0.0
1221,45eab0d008b4971810ca4b2d7b735916d9991a9a,437.4
1222,982fd0566d5924b506fe1477fda3513984c4c702,445.8
1223,071406b9fa1692facfb35f7a9ce5106eae4ef6d1,374.7
1224,4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,579.4
1225,dd6b231790b9a80f5d1d6ee8aa5796249f008d50,585.3
1226,8cadd025151167286941b7d4f113e0335e046bbb,0.0
1227,412696b14eed4da0a81260862fbe1855d8fc75a1,0.0
1228,6629196865947bb489338e3fa1c9f0e56614ee72,465.5
1229,b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,758.9
1230,bff7d200b32aa005540af908fb325a46ca9bb742,0.0
1231,22a2734a900eec40dd32ef379894cfafe40c63c6,558.3
1232,edfe4f7961749b29d0bcb06933f1a8710846e116,628.4
1233,5d42040f9935aff1dabc32c4f5a578148138e1af,373.0
1234,bd01964e27b0e530ca458b382b07493aeb48a2ef,421.4
1235,6588cdc7aef843b1775104bc38017bb3f808c7bc,0.0
1236,8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,479.8
1237,1d705b7b461dfd626645d5df319ab733c1c1ca73,512.1
1238,106b58912414f794e754883865bf6e4cf68adfbc,400.0
1239,308f5a51e95317261a7d66fa83feaf3504542cbe,480.4
1240,973c923e39db780e329a64c6049dc85d9be17978,381.0
1241,19dd82f8d74cf3f076d24e9985dae14d95a9318a,376.8
1242,0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,0.0
1243,7f9879b40a268318e2a969e73156aa9df7a48c13,0.0
1244,3060b85e8d3e20b11f4391e64c6f916cede388c5,498.8
1245,866d7784ed1380003929da44f965aef9339702f9,365.6
1246,1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,467.6
1247,032ef02de121b7ab5f2ee4ffab719f464050f862,411.4
1248,68040110ffe6ecacbbff5e21086c8c416132a22c,0.0
1249,f66562b958e6349449b87fea0a01fab214f6ec8b,513.9
1250,beefc7a89a2d9882e5983d80e356f8b7c23994f7,567.1
1251,82d7709a8445664e93038482fbfee478e8a40273,413.9
1252,e3929d32c498f8e45ae326017cf7c60308880d94,0.0
1253,9da35674034a0a1373298436fdfb2f1d840a6da2,595.0
1254,6d980e58439452168c46e569c5671e7820d0800b,454.8
1255,0c48aad5141a6d61b2669d5c06360ecb9e8cba72,452.0
1256,2f8e05c2d702db25093589b14295ab88abf009e0,449.0
1257,407861b22074fd4b864404e8ef0942947c9ec7d7,0.0
1258,d426e04457c4fc8b4068a7da6805a7ab8e07224d,725.1
1259,70aa6679bdb9627324f6626534a7709cdcbdb0f8,398.6
1260,f5c04dc290d6706af8214800e25be19129dc9f7b,0.0
1261,cd20ace0b8fb57cecb028764042f1c7851d39507,388.7
1262,eb5f0ef501357740c2ac626bf1ce233475aa47af,511.3
1263,0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,418.9
1264,383f9cdf1c3d46a2cd312345792cf74f15e4b746,432.2
1265,c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,0.0
1266,fe23ba819708fa369addcf9e6dcc7657cab3a96a,466.3
1267,ff9b660a4b5cec9244456ee346b17eaa0e891c5c,510.3
1268,c4e415962974bee4963519523194e05c3638dd39,474.0
1269,d50835b7ccba559c85daac789b52a4dd31e98eb9,368.6
1270,b0e8139fa43e8c764878dcd69f3548d74353d838,378.2
1271,e023d054a9a69d221946660afd3b8cabfcd05230,0.0
1272,9284a89fdbdd88fe9877dad42e9984e7e2484e20,460.6
1273,f4c4cee74ce9ede036564ef9b80aba39c768e126,0.0
1274,b1b16d232ac65293996ef45fcac75a0fca3e7325,420.8
1275,b8fb9eb73a9f599896d49678bdab39e07479b2ba,531.3
1276,c04b0546f83b9eb90d11ca7597181b9ef956a80a,535.6
1277,bee771ff249f080561ad1b67c3a0050a3ab89b32,401.6
1278,b1cb99c8b63b442384c0af490ca27366e5a91489,0.0
1279,809ec35d37a181001a42e6340709505e78a2c577,620.2
1280,67da0b704f0c6cc6037509ab516aaaf58fd950b0,0.0
1281,53a43fbdde0c7189e80b0eb49689cc0c076a78a4,0.0
1282,4617bca8992d06315c5592eb69d2493ac7ddf543,493.8
1283,60290f6053f0e9a625bc9d2f699ca507e8985292,681.2
1284,1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,0.0
1285,89d16717c0a898a0955477e778e309036aa6e584,673.1
1286,151d112bc6f05c1069b4b743f73f92a08826741e,0.0
1287,a90416a3b247048aaff99c5f2f88a45e2dc20046,0.0
1288,4dff8608a5941c894c2f71aae910da722b5b2b2d,493.2
1289,67833093fd0fde740199378acf55c33de750736f,431.3
1290,23c6b7ea47102c0ba28ac805a03304d515494ecd,569.7
1291,685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,623.7
1292,1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,341.9
1293,68b155dada9a40aafaaa7714e063a432dd8275d6,357.7
1294,bd21086734939a7c2bc239854d12d7b8b2009fd6,634.4
1295,4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,0.0
1296,04df4468d9913083f7984969a8b2892f210b4193,529.3
1297,cc2a0d12abf9b0917d668bec85e91fafddac7c45,610.5
1298,3c5e07f1980f7cd16cd801e5f1b4f02825274201,448.9
1299,e9b1849607e9d8ab47b7fc39be369805313dda59,421.8
1300,f4908c99ff49fb68410ac0d479e7def865dbff16,0.0
1301,4fd6d0176a158a7e6c0e74ab3b5559ffad569413,518.4
1302,8919315667eed33ef7df11b0dcfc40d6d69163b8,441.6
1303,0adec45c06749fe632ed2304c345b14418d15871,0.0
1304,95a22a438d6ae5aae37830d6a7fc74e75fc981af,435.0
1305,27584421ac81833fb4ccf564a6fcdd4ac2b698be,394.2
1306,e720fd525ae844a709b93fdb28f7914c48d8160d,0.0
1307,24fa503c4c1225e71a37fe92b354c626e099cbb6,493.2
1308,6af857c10637e8e60ee8723080d306cf45181a2f,0.0
1309,4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,521.4
1310,32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,386.2
1311,fe61cad7894d78b02178a3eb5ec99ffdb5351160,655.3
1312,b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,364.5
1313,ddb9f7681e4b80dfff9ee296444d1294f55dd13c,503.3
1314,3a9507cc35b592af5172dd8ebb28cc89827e3f68,0.0
1315,132375a118767bda43cef7d17fb9ee7e3910fda6,0.0
1316,551f1885fa0f60bb05f612a39cafe53130ac961e,370.3
1317,399626499b7dfe518b8a4a57b801dae132f325db,867.1
1318,cc3750ac71c85cc688659b3eb20dc112738eb623,554.2
1319,04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,397.6
1320,9c87e30e40e82eba487a7fb0b594eb881db74389,360.4
1321,dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,0.0
1322,eb13a10d11465081642b5ae93ad1867dcd2d3b1e,392.2
1323,f3931aca05bc6c99fe0c03619fc54098c0c515ef,503.6
1324,16f6526457cc7d849c2a9829efa0e021c78353f0,0.0
1325,74b0cbfbe74747c9780b564db3e624d3c19878a2,0.0
1326,fc67a6d22a9d1beadaf42cd714789d5749800b19,449.2
1327,d0c7acbad13d292e637f23633da232e29186e20c,0.0
1328,b921a4ac834cc1109c06e7c1de9439c0daf16e06,339.2
1329,e31ee5529458da77ca3239ca06f64465e737e454,373.7
1330,7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,567.7
1331,5c3b77931dd97f17e14c3bbf205173d36f09c6f0,655.5
1332,07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,0.0
1333,b095a86f58a41adaf4197caac4b38de0a96a4058,373.8
1334,05a25962f9f30d8544842ec3d79244e99d11017b,0.0
1335,458f801c533d802e3655e9bbced52ee22826f197,699.5
1336,03e6a7ed0af5b24ea57bb1bb6f37b17047637356,557.1
1337,293ffd1359a352518d31928214161b644128851e,637.7
1338,95068b8d72613d8b51b22243060dd50a498e4dbf,456.3
1339,ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,0.0
1340,bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,0.0
1341,758e005c28f680380e79d7935f29ce42c3b49dfe,429.7
1342,881348d182c96239cf7f78a13cefa5adb47fb752,535.4
1343,e3fa80e14d38fffa4d278d65edd2c32b24019a9d,677.6
1344,88bf2ee39f502979c06148c8ed9ad29b2df033a0,407.2
1345,52a23c1eb5ea201859a91a6cb70114032878f7da,476.2
1346,b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,432.3
1347,7361dcd9f215eaa06f5ebb15438e19a7113cee0a,526.8
1348,6dccb96a95dd55aeed519fcfaf84d26493df68fe,469.0
1349,ec12ea01cda3dcf0c6271ea7140c656f4774264b,410.5
1350,14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,474.2
1351,c62671ce23840752f47d376866a2f2e0bb5a8248,0.0
1352,131010225a14ea18fa1748a59efd6413fc0eb338,0.0
1353,a2b095e8fed2a3edb2a751b5e1e71336757e278d,437.6
1354,766e70bac5c7e88381749ba3f140e03132b0858e,609.4
1355,92f75ecf86b6e027c977162cc4297db8d280b2be,436.8
1356,a2b2a641336472d368c2c4b2253e9455fd58d688,0.0
1357,a3af6be26868494212d438ddc80ba11e55d7261c,703.6
1358,a9442d2d488ad2b163e4b3b0904c5199ce2e6547,466.8
1359,822f4e8f415d032b8f75c14aabc5dda8f2c9b352,476.9
1360,defb13732108dd8d257e70b84e439d9020576209,553.2
1361,44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,0.0
1362,8120c2970d5087725caa5d3d87fcfb24155d181b,404.6
1363,b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,0.0
1364,95ced045710caddbab17dd0552eed9f15d76b4b8,473.8
1365,629fba23b8937cd3f4ae214255cc9b01b601dc9d,0.0
1366,17cafdecd37633480065ba97838ed940156e0a07,373.5
1367,6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,384.9
1368,39342260b5d0b77e66491fa443ba490d843c00f9,418.1
1369,95dbcd144e591c2694acc9bc942726784469d0f8,536.7
1370,5f553236d725160fdbff443604199b293f1f44ce,0.0
1371,869b7dfefe247dfa859db744c33c2678411dd945,459.2
1372,4f718d14fd2f4506b47f244ff6ba9989cf256207,466.5
1373,c910640a6e6c25b259dfcc4990f2899245e988ca,384.4
1374,c9210ff822feac437edffb18dda200a8f3ea1a59,713.8
1375,e18348afecf00cc3d88f3ba48351ce1843f220a0,347.5
1376,5954217e13179b6043acc782e102668a2612a8e4,456.3
1377,503bbd27536b36d78fcc9d01270dc1561b6b3c5e,386.4
1378,1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,540.1
1379,ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,0.0
1380,1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,412.2
1381,1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,499.6
1382,a7275f430267de859f35ff4b68e4a276e5be7279,426.3
1383,5d8539ebe86a27c576d5f46bcba6ba71031a0143,0.0
1384,b6a3a8134c6800d7c966237626e820f8e4a0ceb8,353.9
1385,870a45c11058f7dfab6d067039447ce546c208b4,428.4
1386,f9c8ad4b150124d24c41211c5292ccc2c16e68e7,430.5
1387,812dad3abf68e537e7a5f58627c83daea4375233,457.4
1388,03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,441.8
1389,8b9fea02641babf2396079c6edfed9abb45117bf,418.2
1390,b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,415.5
1391,d8788a6c3e384b392b77f519451fed79c34453a2,383.8
1392,1e6d53083bfb60a532c211edc06a3b3122eaa340,0.0
1393,67c6e2c1d6737147e2585acdaad8d38d14c09c4f,475.6
1394,1db27ec90efad017f1e8e8998389d75f98149663,427.5
1395,ee22b8c134e9178600d57236685e0822b2034601,402.0
1396,b03c5ebab160571176fd665bad3b559d23d28f4d,430.7
1397,018c21da2ea1df6cc5d00ce480c48672c234ddb5,409.2
1398,5a71e57629eb2d9b1281fa0acf78fc410f82233a,665.3
1399,63add5acaf261ef36ff419c5cf3301d8b1a91b06,369.0
1400,5b7f5fb34de0f846635830319871e2bdd06857b1,475.2
1401,e074b29573906c0b39248900a4d73df3a44cb72f,427.6
1402,b531258b394067bfd55762aecedc84154e145dbd,0.0
1403,5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,398.7
1404,6581d33040854c49896098641bd48cca28d0bfb1,424.2
1405,aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,442.0
1406,07333b87f6d8b5cf5c7022761b649115d184b038,400.4
1407,9f92a391a271d11a1530427da3a2cfec21c57679,553.3
1408,e5129f4e0fead85906b2b0ef48b253420c85060e,402.8
1409,e6a92b275fb840ad324abb74e09a4d3517e7785a,361.3
1410,64a758225c8fee36cfc6a33f8ce52435bee3f22b,0.0
1411,7866c1a752ede108330f59479ba22bbe27e24959,445.0
1412,e2d2423c2aa3c3191363bccba383a85740b6003a,449.2
1413,e26a4055e714830a051bbd4118cb4e10cfe613f9,426.2
1414,a2a35215a2bacc65b551efa3a17f34c5566ba27b,0.0
1415,9e53b4840e7a00693adbb1eb46654e76c8309a61,619.9
1416,ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,435.0
1417,4665254e0bacb0ecb8a006903b69fa80b51490d5,386.7
1418,64a6357ce0328ec2be2d70104169f3b044bc3e98,410.1
1419,166fb0fa70c428f172f3fcb85eddff4b3ca33545,0.0
1420,b7e544c21d1ff99ef7b6d78a86b325c0645c9160,347.2
