,NU_NOTA_CN,IN_IDOSO,Q026,TP_STATUS_REDACAO,IN_CEGUEIRA,Q006,NU_NOTA_LC,NU_NOTA_COMP1,Q002,NU_NOTA_COMP2,TP_LINGUA,IN_DISCALCULIA,TP_SEXO,TP_PRESENCA_LC,NU_NOTA_COMP3,Q047,NU_NOTA_CH,Q001,TP_ESCOLA,CO_UF_RESIDENCIA,IN_TREINEIRO,NU_INSCRICAO,TP_NACIONALIDADE,NU_NOTA_COMP4,Q025,TP_COR_RACA,IN_SURDEZ,TP_PRESENCA_CN,NU_NOTA_COMP5,TP_PRESENCA_CH,TP_ST_CONCLUSAO,NU_NOTA_REDACAO,IN_DISLEXIA,IN_SABATISTA,IN_BAIXA_VISAO,TP_ANO_CONCLUIU,IN_GESTANTE,Q024,NU_IDADE,NU_NOTA_MT
1356,413.2,0,A,1.0,0,B,502.9,120.0,B,80.0,1,0,F,1,120.0,A,497.3,C,1,15,0,c2f730abc92b9cdc0fd53e2c4831a806cdd14470,1,80.0,B,3,0,1,80.0,1,1,480.0,0,0,0,4,0,B,25,419.0
1357,0.0,0,A,0.0,0,B,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,27,0,21ea3abac8f84bcc837a73292d47b46cfe37bef1,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,10,0,B,40,0.0
1358,0.0,0,A,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,G,1,13,1,b55987ec2c1f542771d2ccf0d7e8b69998bf6749,1,0.0,A,5,0,0,0.0,0,3,0.0,0,0,0,0,0,B,16,0.0
1359,447.1,0,A,1.0,0,B,521.4,120.0,E,80.0,0,0,F,1,80.0,A,549.5,E,2,35,0,c552df7e0ce479de4bb6993053e213dec107e3b3,1,120.0,B,1,0,1,60.0,1,2,460.0,0,0,0,0,0,A,17,371.8
1360,542.2,0,B,1.0,0,E,573.2,140.0,H,140.0,0,0,F,1,140.0,A,517.1,E,1,29,0,5cf374e71cf64b0c64f417d145e597f6d208ba15,1,140.0,B,3,0,1,120.0,1,1,680.0,0,0,0,1,0,B,18,487.1
1361,436.7,0,C,1.0,0,H,477.8,120.0,E,120.0,1,0,M,1,100.0,D,532.4,C,3,26,0,65d009c286d9ee27d3dc585bd4fe8b91a0ffffba,1,80.0,B,1,0,1,80.0,1,2,500.0,0,0,0,0,0,B,18,473.7
1362,0.0,0,A,0.0,0,C,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,H,1,35,0,ce47f9e60513f8bbfc83548432fb9fee6afbabe1,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,2,0,B,19,0.0
1363,429.4,0,B,1.0,0,B,517.9,120.0,B,120.0,1,0,M,1,120.0,A,517.5,B,1,29,0,cdc02ed802046b0d7d3e3dc9de92005630f4dd26,1,120.0,A,4,0,1,80.0,1,1,560.0,0,0,0,3,0,A,20,444.1
1364,382.1,0,B,0.0,0,A,0.0,0.0,B,0.0,1,0,M,0,0.0,A,479.0,C,1,33,0,6a24578c81a51daa7cb82a20044e21a7059cd996,1,0.0,A,3,0,1,0.0,1,4,0.0,0,0,0,0,0,A,41,0.0
1365,0.0,0,A,0.0,0,B,0.0,0.0,B,0.0,0,0,F,0,0.0,A,0.0,B,1,23,1,7546b271df8880fa1a803f54d81763bc3fea4788,1,0.0,A,1,0,0,0.0,0,3,0.0,0,0,0,0,0,A,16,0.0
1366,485.7,0,A,1.0,0,B,549.6,140.0,E,140.0,1,0,F,1,120.0,D,548.3,F,1,15,1,054508efa5bf52fdfcc881c1e2fc93fc7376fa73,1,120.0,B,3,0,1,120.0,1,3,640.0,0,0,0,0,0,B,15,568.0
1367,507.5,0,A,1.0,0,L,560.4,160.0,G,160.0,0,0,F,1,140.0,D,626.3,G,1,11,1,e14cc3657c357180e2f075106987fba670c932f8,1,140.0,B,1,0,1,100.0,1,3,700.0,0,0,0,0,0,A,16,538.2
1368,426.5,0,A,4.0,0,H,426.3,0.0,D,0.0,0,0,F,1,0.0,A,394.2,D,2,35,0,c41e276d221a64e6f99f746e4d3371beeab498b5,1,0.0,B,3,0,1,0.0,1,2,0.0,0,0,0,0,0,B,17,410.7
1369,0.0,0,B,0.0,0,C,0.0,0.0,A,0.0,1,0,F,0,0.0,A,0.0,A,1,51,0,bedeab39f7c728623513bd847464d1b9aa7240e9,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,10,0,B,42,0.0
1370,477.4,0,C,1.0,0,C,516.4,120.0,C,120.0,0,0,M,1,60.0,A,564.5,E,1,35,0,6bb40a2c8a69db7568e585861eadcc8013791a2d,1,80.0,A,2,0,1,40.0,1,1,420.0,0,0,0,5,0,A,22,499.1
1371,0.0,0,A,0.0,0,B,0.0,0.0,H,0.0,1,0,F,0,0.0,A,0.0,B,1,28,0,add0d5bc2c6a1ae3e6ab72b1f91bbeec3a100420,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,10,0,A,32,0.0
1372,0.0,0,C,0.0,0,F,0.0,0.0,E,0.0,0,0,F,0,0.0,A,0.0,E,2,35,0,40677a0839b0bf819218ffdf9f995f567242aaad,1,0.0,B,1,0,0,0.0,0,2,0.0,0,0,0,0,0,B,17,0.0
1373,570.0,0,A,1.0,0,I,458.0,120.0,E,100.0,0,0,M,1,120.0,A,520.6,G,1,53,0,ff7a4ca07359de77b2634d28b452b697c133efa5,1,100.0,B,2,0,1,0.0,1,1,440.0,0,0,0,1,0,C,18,482.5
1374,550.0,0,A,1.0,0,J,516.6,120.0,F,80.0,1,0,F,1,100.0,A,512.5,F,1,13,1,4eceef6ac5e2fb3d3d246cffe51499f4143fc6dd,1,120.0,B,3,0,1,100.0,1,3,520.0,0,0,0,0,0,B,16,479.7
1375,434.2,0,C,1.0,0,B,441.2,80.0,A,60.0,1,0,M,1,80.0,A,514.4,A,1,27,0,cc70a42fcec25d79116b4cbf43ab7b7aff4fff87,1,100.0,A,3,0,1,0.0,1,1,320.0,0,0,0,6,0,A,26,540.4
1376,564.6,0,B,1.0,0,C,609.7,140.0,C,120.0,1,0,F,1,120.0,A,617.2,C,1,31,0,e4f442f47fab83172a1f6daab8c2346d0640b560,2,100.0,B,2,0,1,40.0,1,1,520.0,0,0,0,9,0,B,27,645.8
1377,389.6,0,C,1.0,0,C,577.8,160.0,C,120.0,1,0,M,1,120.0,A,546.9,C,1,43,0,6aa6e7232ee0b337238948e4e09b8aeba5911754,1,120.0,A,1,0,1,100.0,1,1,620.0,0,0,0,6,0,A,25,502.9
1378,0.0,0,A,0.0,0,I,0.0,0.0,E,0.0,0,0,F,0,0.0,D,0.0,E,1,29,0,67b3f2fffc90db85ee20ff50f9a02c4d66bc0944,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,1,0,B,19,0.0
1379,500.0,0,A,1.0,0,F,575.6,120.0,G,120.0,0,0,M,1,120.0,B,625.0,F,2,23,0,d3f44a049e427aa5e3160326abde8f026b759108,1,120.0,B,1,0,1,140.0,1,2,620.0,0,0,0,0,0,B,17,621.5
1380,519.3,0,B,1.0,0,B,493.8,140.0,B,100.0,0,0,M,1,120.0,A,513.4,A,2,29,0,bcd2e9213730d79d0943fa2b4e48668c4f490fae,1,140.0,B,3,0,1,80.0,1,2,580.0,0,0,0,0,0,A,20,420.3
1381,411.2,0,C,1.0,0,E,438.9,120.0,B,40.0,0,0,F,1,40.0,A,467.7,C,2,31,0,57c4cd599e30b46d56b43459acda8e436e4f7978,1,80.0,B,2,0,1,40.0,1,2,320.0,0,0,0,0,0,A,32,416.5
1382,654.7,0,A,1.0,0,K,506.0,140.0,E,160.0,1,0,F,1,160.0,D,677.1,F,3,26,0,335609a1f17244ca306dacc8734a929675ebc154,1,160.0,B,1,0,1,80.0,1,2,700.0,0,0,0,0,0,B,17,705.1
1383,442.3,0,A,1.0,0,E,503.0,120.0,E,80.0,0,0,M,1,80.0,A,414.0,E,2,21,0,da51bd2a9c092273c6b2d4a009aa7675e351f6c9,1,80.0,A,2,0,1,0.0,1,2,360.0,0,0,0,0,0,A,16,521.6
1384,388.5,0,C,1.0,0,D,493.1,100.0,G,60.0,0,0,F,1,40.0,A,493.2,H,1,29,0,21ec160e984326cf2b71d780dee2a18faae51a38,1,80.0,B,0,0,1,20.0,1,3,300.0,0,0,0,0,0,B,19,403.5
1385,609.3,0,A,1.0,0,D,595.6,160.0,E,160.0,1,0,F,1,180.0,A,635.6,E,2,42,0,d1e0a7f57c49561bb8d6a0f651f08cf594b76b1b,1,200.0,B,1,0,1,160.0,1,2,860.0,0,0,0,0,0,B,19,651.8
1386,517.7,0,B,1.0,0,E,648.9,120.0,E,40.0,1,0,F,1,40.0,A,615.6,C,1,35,0,488d50b43334ba425b38f9a57ebb1d21cf5d01a4,1,100.0,B,1,0,1,40.0,1,1,340.0,0,0,0,7,0,B,24,364.7
1387,567.4,0,A,1.0,0,E,555.6,120.0,E,120.0,0,0,F,1,120.0,A,569.1,E,1,31,1,d455a56f9cdb652a1a88d9b2bc87134fe35a27fe,1,120.0,A,1,0,1,80.0,1,3,560.0,0,0,0,0,0,B,15,408.9
1388,492.6,0,A,1.0,0,C,559.3,120.0,C,120.0,0,0,F,1,120.0,A,570.6,D,2,33,0,f99cd35f2f168dbcba9c98d14a1935dbca793925,1,100.0,B,1,0,1,60.0,1,2,520.0,0,0,0,0,0,B,18,460.9
1389,466.5,0,C,1.0,0,C,408.1,120.0,D,80.0,0,0,F,1,80.0,A,482.4,C,1,52,0,946bb18f32676eab9d96c9b51129ab45e0543f70,1,100.0,A,3,0,1,40.0,1,1,420.0,0,0,0,1,0,B,19,406.9
1390,494.5,0,C,1.0,0,C,472.3,140.0,D,120.0,0,0,M,1,120.0,A,500.0,H,1,51,1,34c6c6d23166320bc8c0b48b10c9a505038c9b0a,1,120.0,B,3,0,1,80.0,1,3,580.0,0,0,0,0,0,C,16,545.8
1391,565.6,0,A,1.0,0,Q,480.6,180.0,G,140.0,0,0,F,1,160.0,D,576.9,G,1,22,0,94e2cd41fdc1a7f36b8c2ae61a6c3c291ae914f9,1,160.0,B,1,0,1,160.0,1,1,800.0,0,0,0,1,0,C,20,670.3
1392,0.0,0,C,0.0,0,L,0.0,0.0,C,0.0,0,0,F,0,0.0,A,0.0,D,1,35,0,5d646a0f7b62cac4ffdc4bd0a6e16d96bc189e19,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,9,0,B,27,0.0
1393,440.9,0,B,1.0,0,C,477.2,100.0,B,120.0,1,0,M,1,120.0,A,526.8,A,1,52,0,9241e7994fb7580a737b71bc2a9f531a0e3ea07d,1,100.0,B,1,0,1,60.0,1,1,500.0,0,0,0,1,0,B,19,460.9
1394,0.0,0,C,0.0,0,D,0.0,0.0,E,0.0,1,0,M,0,0.0,E,0.0,E,1,43,0,a5cb82e5cd38f3f6dfb36c1ba52ad6938f0a2235,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,6,0,A,24,0.0
1395,0.0,0,A,0.0,0,C,0.0,0.0,D,0.0,1,0,F,0,0.0,A,0.0,E,2,35,0,5e443c56a73a944b487582d1161e8468202a8b36,1,0.0,B,2,0,0,0.0,0,2,0.0,0,0,0,0,0,A,17,0.0
1396,591.2,0,B,1.0,0,D,614.1,140.0,E,120.0,0,0,F,1,120.0,A,526.2,F,2,35,0,04e500fcfbf51a2faa82b1c760c5760eb244893e,1,140.0,B,1,0,1,40.0,1,2,560.0,0,0,0,0,0,C,17,619.2
1397,413.5,0,C,1.0,0,B,559.7,120.0,F,120.0,0,0,M,1,120.0,A,521.3,H,2,32,0,5844caf7cd2fda07b4e939521d661264b2e22c14,1,120.0,A,2,0,1,100.0,1,2,580.0,0,0,0,0,0,B,19,404.6
1398,503.9,0,C,1.0,0,C,513.3,120.0,D,100.0,1,0,M,1,80.0,A,527.4,E,1,31,0,335ad6b2a1e568d76c61549e8f9711754d60d9e8,1,120.0,A,3,0,1,120.0,1,1,540.0,0,0,0,2,0,B,21,517.2
1399,0.0,0,C,0.0,0,C,0.0,0.0,F,0.0,0,0,M,0,0.0,A,0.0,E,1,35,0,b8ebc040fb97bdfafb2da8326cd36a0450c2c233,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,1,0,B,20,0.0
1400,456.7,0,A,1.0,0,B,581.0,160.0,E,120.0,1,0,F,1,100.0,A,569.4,E,1,13,1,ee1117cb5ecd7b070c7aca061b228cbda4107c61,1,140.0,A,3,0,1,80.0,1,3,600.0,0,0,0,0,0,A,17,508.2
1401,0.0,0,C,0.0,0,C,0.0,0.0,H,0.0,1,0,M,0,0.0,A,0.0,H,1,13,0,a03108ba51d7a010380ef430714e648bfc43b383,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,8,0,A,34,0.0
1402,0.0,0,C,0.0,0,C,0.0,0.0,A,0.0,1,0,M,0,0.0,A,0.0,A,1,22,0,de68f5af54885d8b78c5b87bfc642bdfccb1d1fa,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,10,0,A,48,0.0
1403,374.0,0,A,0.0,0,B,0.0,0.0,E,0.0,1,0,F,0,0.0,A,538.0,E,1,26,0,e2ae772613d32c8394b1422ed2f874c727ea244a,1,0.0,A,3,0,1,0.0,1,1,0.0,0,0,0,1,0,A,19,0.0
1404,362.6,0,C,1.0,0,D,500.9,160.0,C,160.0,1,0,F,1,160.0,A,540.1,C,2,51,0,ec2bec5ae6a7dcd91e63ad6269747e850fa88576,1,140.0,B,1,0,1,120.0,1,2,740.0,0,0,0,0,0,B,17,463.4
1405,472.3,0,A,1.0,0,D,466.5,100.0,C,120.0,0,0,F,1,100.0,A,564.1,B,2,41,0,d9000ab441eab10bc38284390ee6e50b265e89c6,1,100.0,B,1,0,1,40.0,1,2,460.0,0,0,0,0,0,B,17,400.8
1406,406.0,0,C,1.0,0,B,512.4,120.0,B,120.0,0,0,F,1,100.0,A,492.2,B,1,31,0,520348ab7d251dd9fff9c86f22d6f1a3d1f5f180,1,120.0,A,3,0,1,60.0,1,1,520.0,0,0,0,6,0,A,30,394.9
1407,0.0,0,C,0.0,0,G,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,C,1,11,0,85a63d4f3f8f6a4bf810da040d663568c0cb71f5,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,8,0,B,26,0.0
1408,543.3,0,A,1.0,0,A,404.6,120.0,B,80.0,1,0,M,1,80.0,A,519.5,B,1,25,0,92802ffc3ce21548166ae7bde102703913271399,2,80.0,A,1,0,1,40.0,1,3,400.0,0,0,0,0,0,A,19,509.3
1409,513.3,0,C,1.0,0,P,606.5,120.0,G,120.0,0,0,M,1,120.0,D,624.8,E,1,27,0,c653867fa5bacf35d2179b69394426c0ca36cecb,1,120.0,B,1,0,1,80.0,1,1,560.0,0,0,0,6,0,D,23,547.8
1410,491.5,0,A,1.0,0,E,577.8,120.0,E,120.0,0,0,F,1,140.0,D,570.6,C,3,32,0,ad1869c45bf161ea474d514b7213557f1c6f3b3a,1,140.0,B,3,0,1,100.0,1,2,620.0,0,0,0,0,0,B,18,535.3
1411,0.0,0,B,0.0,0,G,0.0,0.0,E,0.0,0,0,F,0,0.0,A,0.0,B,1,13,0,069c40ac1229f5b72237d8c7c170c2e4c9c95fee,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,4,0,C,22,0.0
1412,450.2,0,B,1.0,0,D,551.3,120.0,E,120.0,1,0,F,1,120.0,A,513.1,D,1,31,0,7811c7a288b33f7e3aeb0dcda4d43e7df0b7f2a6,1,120.0,B,1,0,1,80.0,1,1,560.0,0,0,0,7,0,B,25,591.9
1413,431.5,0,A,1.0,0,D,526.8,120.0,E,120.0,0,0,F,1,140.0,A,512.1,D,1,13,1,aec84c646a98a4433a5b879106d8b3cc37f5920a,1,120.0,A,3,0,1,100.0,1,3,600.0,0,0,0,0,0,B,17,406.6
1414,0.0,0,C,0.0,0,C,0.0,0.0,E,0.0,1,0,M,0,0.0,A,0.0,D,1,52,1,4fb41fabfc4930c04a9016f8cf11189f79b25cb5,1,0.0,A,3,0,0,0.0,0,3,0.0,0,0,0,0,0,B,17,0.0
1415,440.2,0,A,1.0,0,B,441.2,120.0,B,120.0,0,0,F,1,80.0,A,531.0,B,2,29,0,c3d72b0347d221c70b0dc294f99082ef9cfd0198,1,120.0,B,3,0,1,120.0,1,2,560.0,0,0,0,0,0,A,17,453.9
1416,533.9,0,A,1.0,0,C,571.8,100.0,E,120.0,1,0,M,1,80.0,A,547.9,D,2,15,0,3e44642257ce7d85fffd6b56b288e4b487822a53,1,80.0,A,3,0,1,80.0,1,2,460.0,0,0,0,0,0,B,17,518.8
1417,618.3,0,A,1.0,0,G,531.2,120.0,E,120.0,1,0,M,1,120.0,A,643.0,C,1,31,0,9dc9729bb2cbce55482496633d8f734c83e676a0,1,120.0,B,3,0,1,80.0,1,1,560.0,0,0,0,2,0,B,19,728.8
1418,0.0,0,B,0.0,0,C,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,B,1,53,0,5089fd4c2f8e308125c75773001f001a384e22b1,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,4,0,B,22,0.0
1419,436.0,0,C,1.0,0,D,506.3,120.0,E,120.0,1,0,F,1,100.0,A,446.9,E,1,35,0,ad89e0245589a79ff32ae155f3a9c9f4820d7a33,1,80.0,B,1,0,1,60.0,1,1,480.0,0,0,0,3,0,A,23,427.1
1420,456.0,0,A,1.0,0,E,499.9,140.0,E,120.0,1,0,F,1,120.0,A,555.7,E,1,41,0,439a073ad5e4f242ae4c59c1a2d562e8c52eca2a,1,140.0,B,1,0,1,120.0,1,1,640.0,0,0,0,1,0,B,18,417.8
1421,528.3,0,B,1.0,0,C,467.2,140.0,E,120.0,1,0,F,1,120.0,A,534.4,D,2,35,0,1575492b2d1b071bbe529d9b42e6bf677c29da1a,1,100.0,A,1,0,1,80.0,1,2,560.0,0,0,0,0,0,A,23,422.4
1422,513.2,0,A,1.0,0,K,601.4,120.0,G,160.0,0,0,M,1,120.0,D,618.8,F,3,33,0,02d39dd4b8b99df4889a36c729865959e3292f43,1,160.0,B,3,0,1,120.0,1,2,680.0,0,0,0,0,0,B,18,569.2
1423,519.6,0,B,1.0,0,H,431.5,100.0,E,80.0,1,0,M,1,80.0,D,461.2,D,1,41,0,8899582900570c330055b2cec5f25459b0f457a3,1,60.0,B,1,0,1,40.0,1,1,360.0,0,0,0,2,0,B,20,467.3
1424,421.9,0,C,1.0,0,C,407.6,80.0,E,80.0,1,0,F,1,80.0,A,402.7,F,2,52,0,b41b6e1097740aa2c61482308f04e8fe1fb45455,1,80.0,A,1,0,1,80.0,1,2,400.0,0,0,0,0,0,A,17,440.3
1425,0.0,0,B,0.0,0,B,0.0,0.0,D,0.0,0,0,M,0,0.0,A,0.0,C,1,35,0,94f69443101c7cd385af675fdf099a568a01456b,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,4,0,B,37,0.0
1426,449.0,0,B,1.0,0,C,466.9,80.0,B,80.0,1,0,F,1,80.0,A,380.6,B,1,29,0,48590692f80b031669820958f9aeae67bbc681da,1,80.0,A,3,0,1,60.0,1,1,380.0,0,0,0,3,0,B,22,416.7
1427,0.0,0,A,0.0,0,N,0.0,0.0,F,0.0,1,0,M,0,0.0,A,0.0,C,1,31,0,8416212592481fdc58c40ecad88664af683a16f2,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,5,0,B,22,0.0
1428,0.0,0,C,0.0,0,C,0.0,0.0,G,0.0,1,0,M,0,0.0,A,0.0,H,1,31,0,7207069992e744081b62d8488a9f71e62a8c73b2,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,4,0,B,26,0.0
1429,0.0,0,B,0.0,0,C,0.0,0.0,A,0.0,1,0,F,0,0.0,A,0.0,A,2,23,0,c71f6b8563bc96124a799ff448ccfe0379b88c4b,1,0.0,B,3,0,0,0.0,0,2,0.0,0,0,0,0,0,B,54,0.0
1430,412.0,0,B,1.0,0,B,552.9,120.0,B,80.0,1,0,F,1,80.0,A,435.7,B,1,22,0,e31bd4be00f1f28bf5d6cd63fff6e5055e9b1203,1,100.0,A,3,0,1,80.0,1,1,460.0,0,0,0,3,0,B,21,414.3
1431,396.5,0,C,0.0,0,C,0.0,0.0,D,0.0,1,0,F,0,0.0,A,457.5,A,1,15,0,9d3a4184099d2751b12fcce7816da158774f4f5b,1,0.0,A,3,0,1,0.0,1,1,0.0,0,0,0,1,0,B,19,0.0
1432,367.9,0,B,1.0,0,E,443.6,120.0,E,120.0,1,0,F,1,120.0,A,456.0,E,2,35,0,73e7bd71bff16e39a63fdd28b356dcc7551c0e53,1,120.0,A,1,0,1,40.0,1,2,520.0,0,0,0,0,0,A,17,541.6
1433,426.0,0,B,1.0,0,B,486.4,80.0,B,120.0,1,0,M,1,120.0,A,472.1,A,1,23,0,10301678ca557d747aacd8fac013a84ea9c09739,1,80.0,A,2,0,1,80.0,1,1,480.0,0,0,0,9,0,A,30,394.1
1434,0.0,0,C,0.0,0,B,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,A,1,27,0,445e5dbd19863e558cc2662ba7120ddc704b5ffd,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,9,0,A,30,0.0
1435,472.2,0,A,1.0,0,B,498.7,120.0,F,80.0,1,0,F,1,80.0,A,519.2,C,1,31,1,64588ccb011f739e56053a3006c013a614ed8694,1,80.0,B,3,0,1,40.0,1,3,400.0,0,0,0,0,0,B,16,475.2
1436,422.6,0,A,1.0,0,E,458.4,100.0,D,80.0,1,0,F,1,80.0,A,494.7,D,2,31,0,ad943d56d8c14494281878afeedb810f24ff06aa,1,80.0,B,3,0,1,80.0,1,2,420.0,0,0,0,0,0,B,19,354.7
1437,601.1,0,A,1.0,0,I,582.7,160.0,F,160.0,0,0,F,1,120.0,D,592.5,F,1,41,1,9b6a345e4051be5f14d339852425b72e2674c6ce,1,160.0,B,4,0,1,120.0,1,3,720.0,0,0,0,0,0,C,16,588.0
1438,441.2,0,A,1.0,0,B,399.9,100.0,H,80.0,1,0,F,1,80.0,A,476.5,H,2,31,0,a57249c364136db3070fcb42d793fca00ddc8444,1,80.0,A,1,0,1,40.0,1,2,380.0,0,0,0,0,0,A,17,380.9
1439,448.7,0,B,1.0,0,F,493.1,120.0,A,100.0,1,0,M,1,80.0,A,533.2,A,1,33,0,3ff65faeae8db9f76179e7e71df2a962af648d12,1,80.0,B,3,0,1,60.0,1,1,440.0,0,0,0,10,0,A,33,363.7
1440,393.4,0,B,1.0,0,C,501.6,120.0,C,160.0,0,0,F,1,120.0,A,553.0,C,1,15,0,e020f60ff17a2de1e17be67b24a258ffa1f4cec3,1,160.0,B,3,0,1,100.0,1,1,660.0,0,0,0,1,0,B,29,510.8
1441,0.0,0,C,0.0,0,D,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,B,1,24,0,26c029c07179a5f0ae797804f3e93c160b8f25c2,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,10,0,C,29,0.0
1442,0.0,0,B,0.0,0,B,0.0,0.0,E,0.0,1,0,F,0,0.0,A,0.0,C,1,35,0,5fe1ddc610c7830d2de5dea09ad958f753ad1480,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,2,0,B,19,0.0
1443,419.8,0,A,1.0,0,C,511.3,120.0,B,120.0,1,0,F,1,120.0,A,508.2,B,2,41,0,210401f7e2c8e41152514fd9205af5307efb2ae4,1,120.0,A,1,0,1,100.0,1,2,580.0,0,0,0,0,0,A,17,360.5
1444,0.0,0,A,0.0,0,C,0.0,0.0,A,0.0,1,0,F,0,0.0,A,0.0,A,2,23,0,b079deeefc47d76c2210eec95ba1db54bfab8ea4,1,0.0,A,3,0,0,0.0,0,2,0.0,0,0,0,0,0,A,26,0.0
1445,501.2,0,C,1.0,0,D,607.5,120.0,F,120.0,0,0,M,1,120.0,A,600.1,H,1,35,0,930c6613644003bf9caf03a8f7648bfeedfaee60,1,120.0,B,3,0,1,120.0,1,1,600.0,0,0,0,2,0,B,19,480.8
1446,377.4,0,C,1.0,0,C,451.4,120.0,B,100.0,1,0,F,1,120.0,A,418.6,B,1,24,0,dfe8d5f4aed669e5442d2698abf3868829876308,1,120.0,A,3,0,1,60.0,1,1,520.0,0,0,0,4,0,A,22,472.4
1447,407.3,0,B,1.0,0,C,398.1,140.0,B,120.0,1,0,M,1,120.0,A,539.4,B,1,32,0,e9bf933f7bbba3d412f47d436ca3ec9da4cb668d,1,120.0,B,1,0,1,80.0,1,1,580.0,0,0,0,10,0,B,33,450.2
1448,0.0,0,A,0.0,0,A,0.0,0.0,D,0.0,1,0,F,0,0.0,A,0.0,A,2,26,0,288e84051094cede9aad9a7e8e8751b55e6fd23e,1,0.0,A,3,0,0,0.0,0,2,0.0,0,0,0,0,0,A,16,0.0
1449,371.9,0,A,0.0,0,B,0.0,0.0,E,0.0,1,0,F,0,0.0,A,430.6,C,1,14,0,94053de7f96cefa7d6342f101c0420b95663a5da,1,0.0,A,3,0,1,0.0,1,1,0.0,0,0,0,2,0,A,19,0.0
1450,454.1,0,B,1.0,0,C,458.0,120.0,D,80.0,1,0,M,1,100.0,A,560.1,H,1,43,0,43eccaa95b1366dd2010f8d36c39bf20f3ce7a93,2,120.0,A,3,0,1,60.0,1,4,480.0,0,0,0,0,0,A,21,403.3
1451,407.5,0,A,1.0,0,M,496.8,120.0,F,100.0,1,0,F,1,120.0,D,344.2,E,1,23,1,245e88ea8892f3ea9b1213d2bb35fb0169440a2e,1,120.0,A,1,0,1,100.0,1,3,560.0,0,0,0,0,0,B,17,529.9
1452,419.0,0,A,1.0,0,B,547.2,120.0,D,120.0,1,0,F,1,120.0,A,518.8,E,2,23,0,4744796d91db6a0fb186518b69f6967c5177da2e,1,100.0,B,3,0,1,80.0,1,2,540.0,0,0,0,0,0,B,18,478.5
1453,0.0,0,A,0.0,0,E,0.0,0.0,H,0.0,1,0,M,0,0.0,A,0.0,B,1,43,0,448291c2405adfe5080732c6229ab5802d60500e,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,9,0,B,28,0.0
1454,507.2,0,B,1.0,0,D,452.3,140.0,D,120.0,1,0,M,1,120.0,A,511.8,D,1,15,0,478ce564d919d41ffe41cb1d5b0e05d6cb43eb11,1,120.0,A,3,0,1,80.0,1,1,580.0,0,0,0,1,0,A,19,498.5
1455,0.0,0,B,0.0,0,G,0.0,0.0,E,0.0,1,0,M,0,0.0,A,0.0,D,1,33,0,62230f48fdd20c8f55abe2e8e6d191c79df6f9de,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,2,0,A,20,0.0
1456,483.4,0,A,1.0,0,D,551.1,140.0,E,140.0,1,0,F,1,140.0,A,565.4,E,1,27,0,97bdfabd886b1b05db6a821530715c9b47e836f9,1,100.0,B,3,0,1,160.0,1,1,680.0,0,0,0,1,0,A,18,475.7
1457,372.9,0,A,1.0,0,B,539.4,120.0,E,140.0,1,0,F,1,140.0,A,471.1,E,1,23,1,564aea03b58cc9ca284f102b00c8d953294ae158,1,120.0,A,3,0,1,160.0,1,3,680.0,0,0,0,0,0,B,16,453.3
1458,583.1,0,A,1.0,0,B,570.4,100.0,C,80.0,0,0,M,1,80.0,A,535.0,B,1,29,1,1b083cc442a2ccefb04976ac5b57aa5fa9b51be9,1,80.0,A,3,0,1,40.0,1,3,380.0,0,0,0,0,0,A,16,404.7
1459,0.0,0,B,0.0,0,C,0.0,0.0,B,0.0,0,0,F,0,0.0,A,0.0,E,1,13,0,5c68e0ff5601129d0c8f2549729dec6cd7ef27f9,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,3,0,B,21,0.0
